domain	kingdom	phylum	class	order	family	genus	species	sub_species	FullScientificName
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Lipotyphla Haeckel, 1866"	Adapisoriculidae 	Wyonycteris 	richardi 	 	Wyonycteris richardi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Lipotyphla Haeckel, 1866"	Adapisoriculidae 	Wyonycteris 	richardi 	 	Wyonycteris richardi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Lipotyphla Haeckel, 1866"	Adapisoriculidae 	Wyonycteris 	richardi 	 	Wyonycteris richardi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Lipotyphla Haeckel, 1866"	Adapisoriculidae 	Wyonycteris 	richardi 	 	Wyonycteris richardi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	Cetartiodactyla 	Diacodexeidae 	Diacodexis 	gigasei 	 	Diacodexis gigasei
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	Cetartiodactyla 	Diacodexeidae 	Diacodexis 	gigasei 	 	Diacodexis gigasei
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	Cetartiodactyla 	Diacodexeidae 	Diacodexis 	gigasei 	 	Diacodexis gigasei
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	Cetartiodactyla 	Diacodexeidae 	Diacodexis 	gigasei 	 	Diacodexis gigasei
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	Cetartiodactyla 	Diacodexeidae 	Diacodexis 	gigasei 	 	Diacodexis gigasei
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	Cetartiodactyla 	Diacodexeidae 	Diacodexis 	gigasei 	 	Diacodexis gigasei
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	Cetartiodactyla 	Diacodexeidae 	Diacodexis 	gigasei 	 	Diacodexis gigasei
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	Cetartiodactyla 	Diacodexeidae 	Diacodexis 	gigasei 	 	Diacodexis gigasei
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Haramiyida Hahn, Sigogneau-Russell & Wouters, 1989"	Haramiyidae 	Thomasia 	antiqua 	 	Thomasia antiqua
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Haramiyida Hahn, Sigogneau-Russell & Wouters, 1989"	Haramiyidae 	Thomasia 	antiqua 	 	Thomasia antiqua
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Haramiyida Hahn, Sigogneau-Russell & Wouters, 1989"	Haramiyidae 	Thomasia 	antiqua 	 	Thomasia antiqua
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Cynodontia Owen, 1861"	Sinoconodontidae 	Sinoconodon 	 	 	Sinoconodon
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Morganucodonta (Kermack et al., 1973) McKenna, 1993"	Morganucodontidae 	Morganucodon 	 	 	Morganucodon
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Morganucodonta (Kermack et al., 1973) McKenna, 1993"	Morganucodontidae 	Morganucodon 	 	 	Morganucodon
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Morganucodonta (Kermack et al., 1973) McKenna, 1993"	Morganucodontidae 	 	 	 	Morganucodontidae
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Symmetrodonta Simpson, 1925"	Woutersiidae 	Woutersia 	mirabilis 	 	Woutersia mirabilis
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Symmetrodonta Simpson, 1925"	Kuehneotheriidae 	Kuehneotherium 	stanislavi 	 	Kuehneotherium stanislavi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Symmetrodonta Simpson, 1925"	Kuehneotheriidae 	Fluctuodon 	necmergor 	 	Fluctuodon necmergor
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Symmetrodonta Simpson, 1925"	Kuehneotheriidae 	 	 	 	Kuehneotheriidae
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Symmetrodonta Simpson, 1925"	Kuehneotheriidae 	 	 	 	Kuehneotheriidae
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Multituberculata Cope, 1884"	 	Kryptobaatar 	mandahuensis 	 	Kryptobaatar mandahuensis
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Multituberculata Cope, 1884"	 	Kryptobaatar 	mandahuensis 	 	Kryptobaatar mandahuensis
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Rodentia Bowdich, 1821"	Cricetidae 	Eucricetodon 	atavus 	 	Eucricetodon atavus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Eulipotyphla Waddell, Okada & Hasegawa, 1999"	Nyctitheriidae 	Saturninia 	gracilis 	 	Saturninia gracilis
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Lipotyphla Haeckel, 1866"	Nyctitheriidae 	Oligonyctia 	hoffmani 	 	Oligonyctia hoffmani
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Lipotyphla Haeckel, 1866"	Nyctitheriidae 	Oligonyctia 	hoffmani 	 	Oligonyctia hoffmani
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Lipotyphla Haeckel, 1866"	Nyctitheriidae 	Oligonyctia 	hoffmani 	 	Oligonyctia hoffmani
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Lipotyphla Haeckel, 1866"	Nyctitheriidae 	Oligonyctia 	hoffmani 	 	Oligonyctia hoffmani
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Lipotyphla Haeckel, 1866"	Nyctitheriidae 	Oligonyctia 	hoffmani 	 	Oligonyctia hoffmani
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Lipotyphla Haeckel, 1866"	Nyctitheriidae 	Oligonyctia 	hoffmani 	 	Oligonyctia hoffmani
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Lipotyphla Haeckel, 1866"	Nyctitheriidae 	Oligonyctia 	hoffmani 	 	Oligonyctia hoffmani
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Lipotyphla Haeckel, 1866"	Nyctitheriidae 	Oligonyctia 	hoffmani 	 	Oligonyctia hoffmani
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Perissodactyla Owen, 1848"	Equidae 	Eurohippus 	messelensis 	 	Eurohippus messelensis
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Perissodactyla Owen, 1848"	Equidae 	Eurohippus 	messelensis 	 	Eurohippus messelensis
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Perissodactyla Owen, 1848"	Equidae 	Eurohippus 	messelensis 	 	Eurohippus messelensis
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Perissodactyla Owen, 1848"	Equidae 	Eurohippus 	messelensis 	 	Eurohippus messelensis
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	" Odontoceti Flower, 1867"	Ziphiidae 	Archaeoziphius 	microglenoideus 	 	Archaeoziphius microglenoideus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	" Odontoceti Flower, 1867"	Ziphiidae 	Archaeoziphius 	microglenoideus 	 	Archaeoziphius microglenoideus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	" Odontoceti Flower, 1867"	Ziphiidae 	Archaeoziphius 	microglenoideus 	 	Archaeoziphius microglenoideus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	" Odontoceti Flower, 1867"	Eurhinodelphinidae 	Eurhinodelphis 	cocheteuxi 	 	Eurhinodelphis cocheteuxi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	" Odontoceti Flower, 1867"	Eurhinodelphinidae 	Eurhinodelphis 	cocheteuxi 	 	Eurhinodelphis cocheteuxi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	" Odontoceti Flower, 1867"	Eurhinodelphinidae 	Eurhinodelphis 	longirostris 	 	Eurhinodelphis longirostris
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	" Odontoceti Flower, 1867"	Eurhinodelphinidae 	Schizodelphis 	morckhoviensis 	 	Schizodelphis morckhoviensis
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	" Odontoceti Flower, 1867"	Ziphiidae 	Ziphirostrum 	marginatum 	 	Ziphirostrum marginatum
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	" Odontoceti Flower, 1867"	Ziphiidae 	Ziphirostrum 	marginatum 	 	Ziphirostrum marginatum
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	" Odontoceti Flower, 1867"	Ziphiidae 	Ziphirostrum 	marginatum 	 	Ziphirostrum marginatum
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	" Odontoceti Flower, 1867"	Ziphiidae 	Ziphirostrum 	marginatum 	 	Ziphirostrum marginatum
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	" Odontoceti Flower, 1867"	Ziphiidae 	Ziphirostrum 	marginatum 	 	Ziphirostrum marginatum
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	" Odontoceti Flower, 1867"	Ziphiidae 	Ziphirostrum 	marginatum 	 	Ziphirostrum marginatum
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	" Odontoceti Flower, 1867"	Ziphiidae 	Ziphirostrum 	turniense 	 	Ziphirostrum turniense
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	" Odontoceti Flower, 1867"	Ziphiidae 	Choneziphius 	planirostris 	 	Choneziphius planirostris
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	" Odontoceti Flower, 1867"	Ziphiidae 	Choneziphius 	planirostris 	 	Choneziphius planirostris
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	" Odontoceti Flower, 1867"	Ziphiidae 	Choneziphius 	macrops 	 	Choneziphius macrops
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	" Odontoceti Flower, 1867"	Ziphiidae 	Beneziphius 	brevirostris 	 	Beneziphius brevirostris
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	" Odontoceti Flower, 1867"	Ziphiidae 	Beneziphius 	brevirostris 	 	Beneziphius brevirostris
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	" Odontoceti Flower, 1867"	Ziphiidae 	Aporotus 	recurvirostris 	 	Aporotus recurvirostris
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	" Odontoceti Flower, 1867"	Ziphiidae 	Aporotus 	recurvirostris 	 	Aporotus recurvirostris
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	" Odontoceti Flower, 1867"	Ziphiidae 	Ziphiidae 	dicyrtus 	 	Ziphiidae dicyrtus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	" Odontoceti Flower, 1867"	Pontoporiidae 	 	 	 	Pontoporiidae
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	" Odontoceti Flower, 1867"	Pontoporiidae 	 	 	 	Pontoporiidae
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	" Odontoceti Flower, 1867"	Eurhinodelphinidae 	Xiphiacetus 	cristatus 	 	Xiphiacetus cristatus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	" Odontoceti Flower, 1867"	Eurhinodelphinidae 	Xiphiacetus 	cristatus 	 	Xiphiacetus cristatus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	" Odontoceti Flower, 1867"	Eurhinodelphinidae 	Xiphiacetus 	cristatus 	 	Xiphiacetus cristatus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	" Odontoceti Flower, 1867"	Eurhinodelphinidae 	Xiphiacetus 	cristatus 	 	Xiphiacetus cristatus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	" Odontoceti Flower, 1867"	Eurhinodelphinidae 	Xiphiacetus 	cristatus 	 	Xiphiacetus cristatus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	" Odontoceti Flower, 1867"	Eurhinodelphinidae 	Xiphiacetus 	cristatus 	 	Xiphiacetus cristatus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	" Odontoceti Flower, 1867"	Eurhinodelphinidae 	Xiphiacetus 	cristatus 	 	Xiphiacetus cristatus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	" Odontoceti Flower, 1867"	Eurhinodelphinidae 	Xiphiacetus 	cristatus 	 	Xiphiacetus cristatus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	" Odontoceti Flower, 1867"	Eurhinodelphinidae 	Xiphiacetus 	cristatus 	 	Xiphiacetus cristatus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	Soricomorpha Gregory 1910	Heterosoricidae 	Belgicasorex 	ramboeri 	 	Belgicasorex ramboeri
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	Soricomorpha Gregory 1910	Heterosoricidae 	Belgicasorex 	ramboeri 	 	Belgicasorex ramboeri
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Lipotyphla Haeckel, 1866"	Nyctitheriidae 	Sigenyctia 	oligocaena 	 	Sigenyctia oligocaena
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Lipotyphla Haeckel, 1866"	Nyctitheriidae 	Sigenyctia 	oligocaena 	 	Sigenyctia oligocaena
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Lipotyphla Haeckel, 1866"	Nyctitheriidae 	Sigenyctia 	oligocaena 	 	Sigenyctia oligocaena
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Lipotyphla Haeckel, 1866"	Nyctitheriidae 	Sigenyctia 	oligocaena 	 	Sigenyctia oligocaena
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Lipotyphla Haeckel, 1866"	Nyctitheriidae 	Sigenyctia 	oligocaena 	 	Sigenyctia oligocaena
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Lipotyphla Haeckel, 1866"	Nyctitheriidae 	Sigenyctia 	oligocaena 	 	Sigenyctia oligocaena
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Lipotyphla Haeckel, 1866"	Nyctitheriidae 	Sigenyctia 	oligocaena 	 	Sigenyctia oligocaena
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Lipotyphla Haeckel, 1866"	Nyctitheriidae 	Sigenyctia 	oligocaena 	 	Sigenyctia oligocaena
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Lipotyphla Haeckel, 1866"	Nyctitheriidae 	Sigenyctia 	oligocaena 	 	Sigenyctia oligocaena
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Lipotyphla Haeckel, 1866"	Nyctitheriidae 	Euronyctia 	belgica 	 	Euronyctia belgica
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Lipotyphla Haeckel, 1866"	Nyctitheriidae 	Euronyctia 	belgica 	 	Euronyctia belgica
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Lipotyphla Haeckel, 1866"	Nyctitheriidae 	Euronyctia 	belgica 	 	Euronyctia belgica
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Lipotyphla Haeckel, 1866"	Nyctitheriidae 	Euronyctia 	belgica 	 	Euronyctia belgica
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Lipotyphla Haeckel, 1866"	Nyctitheriidae 	Euronyctia 	belgica 	 	Euronyctia belgica
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Lipotyphla Haeckel, 1866"	Nyctitheriidae 	Euronyctia 	belgica 	 	Euronyctia belgica
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Lipotyphla Haeckel, 1866"	Nyctitheriidae 	Euronyctia 	belgica 	 	Euronyctia belgica
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Lipotyphla Haeckel, 1866"	Nyctitheriidae 	Euronyctia 	belgica 	 	Euronyctia belgica
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Odontoceti Flower, 1867"	Monodontidae 	 	 	 	Monodontidae
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Odontoceti Flower, 1867"	Monodontidae 	 	 	 	Monodontidae
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Odontoceti Flower, 1867"	Monodontidae 	 	 	 	Monodontidae
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Odontoceti Flower, 1867"	Monodontidae 	 	 	 	Monodontidae
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Odontoceti Flower, 1867"	Monodontidae 	 	 	 	Monodontidae
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Odontoceti Flower, 1867"	Monodontidae 	 	 	 	Monodontidae
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Lipotyphla Haeckel, 1866"	Thalpidae 	Eotalpa 	belgica 	 	Eotalpa belgica
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Lipotyphla Haeckel, 1866"	Thalpidae 	Eotalpa 	belgica 	 	Eotalpa belgica
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Lipotyphla Haeckel, 1866"	Thalpidae 	Eotalpa 	belgica 	 	Eotalpa belgica
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Lipotyphla Haeckel, 1866"	Thalpidae 	Eotalpa 	belgica 	 	Eotalpa belgica
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Lipotyphla Haeckel, 1866"	Thalpidae 	Eotalpa 	belgica 	 	Eotalpa belgica
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Lipotyphla Haeckel, 1866"	Thalpidae 	Eotalpa 	belgica 	 	Eotalpa belgica
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Multituberculata Cope, 1884"	 	 	 	 	"Multituberculata Cope, 1884"
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Odontoceti Flower, 1867"	Physeteridae 	Orycterocetus 	crocodilinus 	 	Orycterocetus crocodilinus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Odontoceti Flower, 1867"	Physeteridae 	 	 	 	Physeteridae
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Canidae 	Canis 	lupus 	 	Canis lupus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Canidae 	Canis 	lupus familiaris 	 	Canis lupus familiaris
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Condylarthra Cope, 1881"	Pleuraspidotheridae 	Orthaspidotherium 	edwardsi 	 	Orthaspidotherium edwardsi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Condylarthra Cope, 1881"	Pleuraspidotheridae 	Pleuraspidotherium 	aumonieri 	 	Pleuraspidotherium aumonieri
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Condylarthra Cope, 1881"	Pleuraspidotheridae 	Pleuraspidotherium 	aumonieri 	 	Pleuraspidotherium aumonieri
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Chiroptera Blumenbach, 1779"	Emballonuridae 	Tachypteron 	franzeni 	 	Tachypteron franzeni
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	Cimolesta McKenna 1975	Pentacodontidae 	Eurolestes 	dupuisi 	 	Eurolestes dupuisi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Euarchonta Waddell, Okada & Hasegawa, 1999"	Adapisoriculidae 	Bustylus 	marandati 	 	Bustylus marandati
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Didelphodonta McKenna, 1975"	Palaeoryctidae 	Belgoryctes 	thaleri 	 	Belgoryctes thaleri
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Multituberculata Cope, 1884"	Boffiidae 	Boffius 	splendidus 	 	Boffius splendidus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Multituberculata Cope, 1884"	Boffiidae 	Boffius 	splendidus 	 	Boffius splendidus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Multituberculata Cope, 1884"	Boffiidae 	Boffius 	splendidus 	 	Boffius splendidus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Multituberculata Cope, 1884"	Boffiidae 	Boffius 	splendidus 	 	Boffius splendidus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Multituberculata Cope, 1884"	Boffiidae 	Boffius 	splendidus 	 	Boffius splendidus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Multituberculata Cope, 1884"	Boffiidae 	Boffius 	splendidus 	 	Boffius splendidus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Multituberculata Cope, 1884"	Boffiidae 	Boffius 	splendidus 	 	Boffius splendidus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Multituberculata Cope, 1884"	Kogaionidae 	Hainina 	godfriauxi 	 	Hainina godfriauxi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Multituberculata Cope, 1884"	Kogaionidae 	Hainina 	belgica 	 	Hainina belgica
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Multituberculata Cope, 1884"	Kogaionidae 	Hainina 	belgica 	 	Hainina belgica
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Multituberculata Cope, 1884"	Kogaionidae 	Hainina 	belgica 	 	Hainina belgica
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Multituberculata Cope, 1884"	Kogaionidae 	Hainina 	belgica 	 	Hainina belgica
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Multituberculata Cope, 1884"	Kogaionidae 	Hainina 	belgica 	 	Hainina belgica
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Multituberculata Cope, 1884"	Kogaionidae 	Hainina 	belgica 	 	Hainina belgica
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Multituberculata Cope, 1884"	Kogaionidae 	Hainina 	belgica 	 	Hainina belgica
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Multituberculata Cope, 1884"	Kogaionidae 	Hainina 	belgica 	 	Hainina belgica
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Multituberculata Cope, 1884"	Kogaionidae 	Hainina 	belgica 	 	Hainina belgica
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Multituberculata Cope, 1884"	Kogaionidae 	Hainina 	godfriauxi 	 	Hainina godfriauxi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Multituberculata Cope, 1884"	Kogaionidae 	Hainina 	godfriauxi 	 	Hainina godfriauxi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Multituberculata Cope, 1884"	Kogaionidae 	Hainina 	godfriauxi 	 	Hainina godfriauxi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Multituberculata Cope, 1884"	Kogaionidae 	Hainina 	godfriauxi 	 	Hainina godfriauxi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Multituberculata Cope, 1884"	Kogaionidae 	Hainina 	godfriauxi 	 	Hainina godfriauxi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Condylarthra Cope, 1881"	Louisinidae 	Monshyus 	praevius 	 	Monshyus praevius
